,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2253,2,2013-05-23,56,43,50,M,40,45,15,0,-,-,RA BR,M,0.12,29.44,30.05,17.9,36,18.1
2254,1,2013-05-24,57,41,49,-13,34,42,16,0,0424,1913, ,0.0,0.0,29.62,30.35,7.5,4,8.1
2255,2,2013-05-24,57,42,50,M,33,42,15,0,-,-, ,M,0.0,29.7,30.36,8.1,3,9.0
2256,1,2013-05-25,57,44,51,-11,37,44,14,0,0423,1914, ,0.0,0.0,29.59,30.34,4.7,5,5.1
2257,2,2013-05-25,57,46,52,M,36,44,13,0,-,-, ,M,0.0,29.67,30.35,3.3,6,3.7
2258,1,2013-05-26,68,44,56,-6,44,50,9,0,0422,1915,RA,0.0,0.02,29.47,30.22,5.5,9,7.4
2259,2,2013-05-26,67,46,57,M,43,50,8,0,-,-,RA,M,0.005,29.54,30.23,4.0,9,5.7
2260,1,2013-05-27,62,53,58,-4,53,55,7,0,0422,1916,TSRA DZ BR HZ,0.0,0.23,29.21,29.97,8.5,9,9.1
2261,2,2013-05-27,65,56,61,M,54,57,4,0,-,-,TSRA RA BR,M,0.19,29.28,29.97,7.5,10,8.3
2262,1,2013-05-28,76,56,66, 3,64,66,0,1,0421,1916,TSRA RA BR,0.0,0.2,29.06,29.78,8.7,21,10.2
2263,2,2013-05-28,76,59,68,M,63,65,0,3,-,-,TSRA RA BR,M,2.2,29.13,29.79,9.5,19,10.3
2264,1,2013-05-29,84,64,74,10,64,67,0,9,0421,1917, ,0.0,0.01,29.16,29.88,7.3,20,8.7
2265,2,2013-05-29,85,65,75,M,62,67,0,10,-,-,RA,M,0.02,29.23,29.88,7.9,20,9.2
2266,1,2013-05-30,83,64,74,10,66,69,0,9,0420,1918,TSRA RA,0.0,0.51,29.13,29.85,13.4,19,14.6
2267,2,2013-05-30,84,65,75,M,64,68,0,10,-,-,RA,M,0.09,29.22,29.85,12.9,18,13.9
2268,1,2013-05-31,77,64,71, 7,65,67,0,6,0420,1919,RA BR,0.0,0.3,29.05,29.79,11.7,20,12.1
2269,2,2013-05-31,78,65,72,M,64,67,0,7,-,-,TSRA RA BR,M,0.23,29.13,29.79,12.4,19,12.7
2270,1,2013-06-01,76,63,70, 6,62,64,0,5,0419,1920,RA BR,0.0,0.56,28.98,29.69,13.1,22,13.0
2271,2,2013-06-01,76,63,70,M,61,64,0,5,-,-, ,M,0.44,29.05,29.69,11.9,21,11.9
2272,1,2013-06-02,63,43,53,-11,50,51,12,0,0419,1920,RA DZ BR,0.0,0.01,29.24,29.93,1.8,5,6.2
2273,2,2013-06-02,63,47,55,M,48,51,10,0,-,-,DZ BR HZ,M,0.01,29.31,29.93,2.8,4,7.7
2274,1,2013-06-03,68,43,56,-8,43,50,9,0,0418,1921, ,0.0,0.0,29.34,30.06,3.7,12,4.8
2275,2,2013-06-03,68,43,56,M,40,49,9,0,-,-, ,M,0.0,29.41,30.07,2.6,9,4.0
2276,1,2013-06-04,72,50,61,-3,45,52,4,0,0418,1922, ,0.0,0.0,29.39,30.11,5.3,7,6.1
2277,2,2013-06-04,72,50,61,M,44,52,4,0,-,-, ,M,0.0,29.46,30.12,5.6,7,6.9
2278,1,2013-06-05,73,54,64,-1,49,54,1,0,0417,1923,RA,0.0,0.01,29.24,30.0,6.8,5,8.2
2279,2,2013-06-05,76,56,66,M,46,55,0,1,-,-,RA,M,0.005,29.33,29.99,6.1,6,8.3
2280,1,2013-06-06,64,52,58,-8,50,53,7,0,0417,1923,RA,0.0,0.15,29.18,29.91,8.9,3,9.1
2281,2,2013-06-06,65,54,60,M,48,53,5,0,-,-,RA,M,0.06,29.23,29.9,9.0,3,9.6
2282,1,2013-06-07,68,52,60,-6,45,52,5,0,0417,1924, ,0.0,0.005,29.2,29.92,9.5,3,9.9
2283,2,2013-06-07,68,54,61,M,44,52,4,0,-,-, ,M,0.0,29.26,29.92,8.8,2,9.2
2284,1,2013-06-08,74,49,62,-4,43,53,3,0,0417,1925, ,0.0,0.0,29.25,29.96,4.7,7,5.4
2285,2,2013-06-08,74,50,62,M,42,53,3,0,-,-, ,M,0.0,29.31,29.96,4.7,6,5.6
2286,1,2013-06-09,80,55,68, 2,55,61,0,3,0416,1925,RA,0.0,0.01,29.15,29.88,6.0,15,8.9
2287,2,2013-06-09,83,58,71,M,53,61,0,6,-,-,RA,M,0.01,29.22,29.88,7.1,15,8.4
2288,1,2013-06-10,76,60,68, 1,63,65,0,3,0416,1926,TSRA RA BR HZ,0.0,0.26,29.08,29.79,2.7,4,4.3
2289,2,2013-06-10,75,61,68,M,61,64,0,3,-,-,RA BR HZ VCFG,M,0.85,29.14,29.78,2.0,7,4.4
2290,1,2013-06-11,83,60,72, 5,62,67,0,7,0416,1926,RA BR,0.0,0.005,29.13,29.85,3.2,25,4.5
2291,2,2013-06-11,84,60,72,M,61,66,0,7,-,-,RA FG+ BR,M,0.24,29.21,29.85,2.5,23,4.1
2292,1,2013-06-12,86,63,75, 7,64,67,0,10,0416,1927,TS TSRA BR,0.0,0.75,29.0,29.74,3.1,8,8.0
2293,2,2013-06-12,87,64,76,M,64,67,0,11,-,-,TSRA RA BR HZ,M,0.25,29.08,29.74,2.9,5,5.8
2294,1,2013-06-13,73,58,66,-2,54,59,0,1,0416,1927,BR,0.0,0.0,29.23,29.92,11.7,3,12.2
2295,2,2013-06-13,72,59,66,M,53,59,0,1,-,-,BR,M,0.0,29.29,29.91,12.6,1,13.2
2296,1,2013-06-14,78,56,67,-1,51,57,0,2,0416,1928, ,0.0,0.0,29.34,30.05,6.6,6,7.9
2297,2,2013-06-14,76,57,67,M,50,57,0,2,-,-, ,M,0.0,29.4,30.04,6.0,5,7.8
2298,1,2013-06-15,80,58,69, 1,62,65,0,4,0416,1928,RA BR,0.0,0.17,29.21,29.95,5.6,21,7.7
2299,2,2013-06-15,81,61,71,M,60,64,0,6,-,-,TS RA,M,0.12,29.28,29.95,5.6,21,7.2
2300,1,2013-06-16,86,69,78, 9,62,67,0,13,0416,1929, ,0.0,0.0,29.16,29.88,8.3,27,9.2
2301,2,2013-06-16,83,69,76,M,62,67,0,11,-,-, ,M,0.0,29.23,29.87,8.6,24,9.5
2302,1,2013-06-17,88,59,74, 5,55,63,0,9,0416,1929, ,0.0,0.03,29.18,29.89,3.9,29,8.1
2303,2,2013-06-17,88,62,75,M,56,64,0,10,-,-,TSRA,M,0.1,29.24,29.88,3.7,28,8.4
2304,1,2013-06-18,71,56,64,-6,52,56,1,0,0416,1929,BR,0.0,0.0,29.31,30.01,11.4,3,11.6
2305,2,2013-06-18,70,57,64,M,52,57,1,0,-,-,RA BR HZ,M,0.01,29.36,30.0,12.1,2,12.4
2306,1,2013-06-19,75,53,64,-6,46,55,1,0,0416,1930, ,0.0,0.0,29.39,30.1,5.9,8,6.9
2307,2,2013-06-19,75,57,66,M,46,56,0,1,-,-, ,M,0.0,29.44,30.09,6.4,7,7.2
2308,1,2013-06-20,86,56,71, 1,58,64,0,6,0416,1930, ,0.0,0.0,29.38,30.1,5.1,12,5.9
2309,2,2013-06-20,86,62,74,M,57,64,0,9,-,-, ,M,0.0,29.45,30.1,6.0,11,7.2
2310,1,2013-06-21,82,68,75, 5,65,68,0,10,0416,1930,RA BR,  T,0.79,29.34,30.04,7.4,19,9.5
2311,2,2013-06-21,85,70,78,M,63,67,0,13,-,-,TSRA,M,0.11,29.39,30.04,7.6,19,9.6
2312,1,2013-06-22,80,67,74, 4,67,69,0,9,0417,1931,RA,0.0,0.04,29.3,30.01,3.1,22,8.4
2313,2,2013-06-22,83,70,77,M,65,69,0,12,-,-, ,M,0.0,29.37,30.0,4.8,20,7.8
2314,1,2013-06-23,87,66,77, 7,68,71,0,12,0417,1931,RA,0.0,0.84,29.26,29.97,10.7,20,11.5
2315,2,2013-06-23,89,69,79,M,66,70,0,14,-,-,TSRA,M,0.005,29.34,29.97,9.3,20,9.5
2316,1,2013-06-24,89,67,78, 7,67,69,0,13,0417,1931,BR,0.0,0.18,29.25,29.95,8.9,23,10.0
2317,2,2013-06-24,86,68,77,M,65,69,0,12,-,-,HZ,M,0.14,29.3,29.96,10.5,21,11.0
2318,1,2013-06-25,85,67,76, 5,69,71,0,11,0417,1931,TSRA,0.0,0.03,29.13,29.86,4.5,19,6.9
2319,2,2013-06-25,87,70,79,M,67,71,0,14,-,-,RA,M,0.005,29.21,29.85,5.2,21,8.6
2320,1,2013-06-26,80,66,73, 2,67,68,0,8,0418,1931,TSRA RA BR,0.0,1.48,29.05,29.76,2.2,16,7.4
2321,2,2013-06-26,81,68,75,M,65,68,0,10,-,-,TS RA,M,0.19,29.11,29.75,2.6,18,9.0
2322,1,2013-06-27,90,64,77, 6,67,70,0,12,0418,1931,BR,  T,0.92,29.01,29.73,7.2,29,7.2
2323,2,2013-06-27,91,66,79,M,65,69,0,14,-,-,BR HZ,M,0.59,29.08,29.71,6.1,29,6.8
2324,1,2013-06-28,83,67,75, 4,61,66,0,10,0419,1931,RA,0.0,0.005,28.91,29.63,10.5,31,10.9
2325,2,2013-06-28,83,68,76,M,60,65,0,11,-,-,RA,M,0.16,28.97,29.62,9.0,29,9.8
2326,1,2013-06-29,72,64,68,-3,59,62,0,3,0419,1931,BR,0.0,0.0,28.97,29.66,12.0,2,12.3
2327,2,2013-06-29,72,64,68,M,59,62,0,3,-,-,RA,M,0.005,29.03,29.65,11.7,1,12.0
2328,1,2013-06-30,77,62,70,-2,52,59,0,5,0419,1931, ,0.0,0.0,29.2,29.88,13.8,2,13.9
2329,2,2013-06-30,76,64,70,M,52,60,0,5,-,-, ,M,0.0,29.25,29.86,14.0,1,14.2
2330,1,2013-07-01,75,59,67,-5,51,58,0,2,0420,1931, ,0.0,0.0,29.31,30.03,12.6,3,12.3
2331,2,2013-07-01,75,61,68,M,50,58,0,3,-,-, ,M,0.0,29.37,30.01,13.8,3,13.6
2332,1,2013-07-02,68,60,64,-8,52,57,1,0,0420,1931, ,0.0,0.005,29.33,30.05,11.0,3,11.2
2333,2,2013-07-02,68,62,65,M,53,58,0,0,-,-,RA,M,0.005,29.39,30.04,12.0,3,12.3
2334,1,2013-07-03,72,59,66,-6,60,62,0,1,0421,1931,DZ BR HZ,0.0,0.02,29.32,30.04,2.2,2,5.3
2335,2,2013-07-03,74,62,68,M,60,62,0,3,-,-,TSRA RA,M,0.07,29.38,30.03,0.5,36,4.2
2336,1,2013-07-04,83,56,70,-2,61,64,0,5,0422,1930,BR,0.0,0.0,29.34,30.05,4.4,20,5.1
2337,2,2013-07-04,83,61,72,M,59,65,0,7,-,-,BR HZ,M,0.0,29.41,30.05,7.3,19,7.7
2338,1,2013-07-05,86,60,73, 1,61,66,0,8,0422,1930, ,0.0,0.0,29.33,30.04,3.7,19,4.8
2339,2,2013-07-05,87,63,75,M,60,66,0,10,-,-, ,M,0.0,29.39,30.03,5.1,20,5.9
2340,1,2013-07-06,83,65,74, 2,65,68,0,9,0423,1930, ,0.0,0.0,29.29,30.01,4.1,19,4.5
2341,2,2013-07-06,82,71,77,M,63,68,0,12,-,-, ,M,0.0,29.36,30.0,5.4,19,5.9
2342,1,2013-07-07,88,70,79, 7,67,71,0,14,0423,1930, ,0.0,0.0,29.26,29.97,6.6,21,6.8
2343,2,2013-07-07,89,70,80,M,66,71,0,15,-,-, ,M,0.0,29.33,29.96,8.0,21,8.2
2344,1,2013-07-08,86,70,78, 5,71,74,0,13,0424,1929,TSRA RA BR,0.0,0.5,29.24,29.95,7.8,23,8.4
2345,2,2013-07-08,87,71,79,M,70,72,0,14,-,-,RA BR,M,0.84,29.31,29.95,10.0,22,10.5
2346,1,2013-07-09,85,73,79, 6,74,75,0,14,0425,1929,BR,0.0,0.005,29.19,29.91,6.9,23,7.3
2347,2,2013-07-09,85,75,80,M,72,75,0,15,-,-,RA BR HZ,M,0.01,29.26,29.91,8.9,23,9.3
2348,1,2013-07-10,85,66,76, 3,65,70,0,11,0425,1929, ,0.0,0.0,29.2,29.89,6.0,34,8.3
2349,2,2013-07-10,87,66,77,M,65,69,0,12,-,-, ,M,0.0,29.26,29.88,3.7,3,8.0
2350,1,2013-07-11,81,64,73, 0,54,62,0,8,0426,1928, ,0.0,0.0,29.36,30.06,6.5,3,7.4
2351,2,2013-07-11,80,63,72,M,52,61,0,7,-,-, ,M,0.0,29.42,30.05,6.3,3,7.5
2352,1,2013-07-12,83,58,71,-2,53,61,0,6,0427,1928, ,0.0,0.0,29.38,30.1,4.0,8,4.8
2353,2,2013-07-12,82,60,71,M,54,62,0,6,-,-, ,M,0.0,29.44,30.09,4.1,8,5.4
2354,1,2013-07-13,84,62,73, 0,59,65,0,8,0428,1927, ,0.0,0.0,29.41,30.12,6.8,9,7.5
2355,2,2013-07-13,83,67,75,M,58,65,0,10,-,-, ,M,0.0,29.47,30.11,6.4,9,7.1
2356,1,2013-07-14,88,72,80, 7,66,71,0,15,0428,1927, ,0.0,0.0,29.47,30.17,6.7,9,7.6
2357,2,2013-07-14,88,73,81,M,66,70,0,16,-,-, ,M,0.0,29.52,30.16,8.2,8,8.5
2358,1,2013-07-15,89,71,80, 6,71,74,0,15,0429,1926, ,0.0,0.09,29.52,30.23,4.3,8,5.1
2359,2,2013-07-15,91,75,83,M,71,74,0,18,-,-, ,M,0.02,29.57,30.21,5.0,8,6.2
2360,1,2013-07-16,92,73,83, 9,72,75,0,18,0430,1925, ,0.0,0.0,29.54,30.25,6.4,23,6.8
2361,2,2013-07-16,93,77,85,M,70,75,0,20,-,-, ,M,0.01,29.61,30.24,6.8,22,7.3
2362,1,2013-07-17,94,76,85,11,72,76,0,20,0431,1925, ,0.0,0.0,29.51,30.23,6.7,26,6.9
2363,2,2013-07-17,95,77,86,M,70,75,0,21,-,-, ,M,0.0,29.57,30.21,6.2,25,7.1
2364,1,2013-07-18,95,77,86,12,72,76,0,21,0432,1924, ,0.0,0.005,29.31,30.05,7.2,24,8.1
2365,2,2013-07-18,96,79,88,M,71,76,0,23,-,-,TS,M,0.0,29.38,30.04,8.8,23,9.4
2366,1,2013-07-19,96,71,84,10,70,75,0,19,0433,1923,TS BR,0.0,0.58,29.1,29.83,13.3,25,14.0
2367,2,2013-07-19,97,75,86,M,69,75,0,21,-,-,TS,M,0.005,29.17,29.82,13.4,24,13.9
2368,1,2013-07-20,89,71,80, 6,64,69,0,15,0433,1923, ,0.0,0.06,29.17,29.86,4.8,1,7.5
2369,2,2013-07-20,88,72,80,M,63,69,0,15,-,-,RA,M,0.01,29.23,29.85,3.8,3,7.2
2370,1,2013-07-21,88,68,78, 4,65,69,0,13,0434,1922, ,0.0,0.01,29.18,29.89,2.8,7,6.7
2371,2,2013-07-21,89,72,81,M,63,69,0,16,-,-, ,M,0.0,29.24,29.88,2.9,11,7.9
2372,1,2013-07-22,87,71,79, 5,66,71,0,14,0435,1921,TSRA RA,0.0,0.005,29.07,29.78,4.9,24,7.4
2373,2,2013-07-22,90,72,81,M,64,70,0,16,-,-,TSRA,M,0.005,29.14,29.77,5.2,21,7.4
2374,1,2013-07-23,78,63,71,-3,60,64,0,6,0436,1920, ,0.0,0.03,29.15,29.83,8.8,2,11.0
2375,2,2013-07-23,80,65,73,M,58,64,0,8,-,-, ,M,0.0,29.21,29.81,7.3,1,11.4
2376,1,2013-07-24,72,60,66,-8,51,58,0,1,0437,1919, ,0.0,0.0,29.31,30.01,7.8,5,8.1
2377,2,2013-07-24,73,62,68,M,48,57,0,3,-,-, ,M,0.0,29.38,30.01,10.1,5,10.5
2378,1,2013-07-25,81,57,69,-5,54,61,0,4,0438,1918, ,0.0,0.0,29.33,30.05,4.1,23,5.1
2379,2,2013-07-25,81,58,70,M,52,60,0,5,-,-, ,M,0.0,29.39,30.05,2.7,23,3.9
2380,1,2013-07-26,70,62,66,-8,61,63,0,1,0439,1918,RA BR,0.0,0.39,29.21,29.94,7.6,22,8.5
2381,2,2013-07-26,74,65,70,M,58,62,0,5,-,-,RA,M,0.01,29.28,29.94,9.3,21,10.2
2382,1,2013-07-27,65,55,60,-14,51,56,5,0,0440,1917, ,0.0,0.0,29.17,29.9,9.0,30,10.6
2383,2,2013-07-27,68,57,63,M,49,55,2,0,-,-, ,M,0.0,29.23,29.89,10.3,30,11.3
2384,1,2013-07-28,69,54,62,-12,50,55,3,0,0441,1916,RA,0.0,0.005,29.23,29.93,8.7,28,9.1
2385,2,2013-07-28,71,55,63,M,47,54,2,0,-,-,RA,M,0.005,29.3,29.94,9.5,26,9.8
2386,1,2013-07-29,76,57,67,-7,55,59,0,2,0442,1915, ,0.0,0.0,29.41,30.11,2.0,1,7.0
2387,2,2013-07-29,76,58,67,M,53,59,0,2,-,-, ,M,0.0,29.47,30.1,2.3,2,7.7
2388,1,2013-07-30,74,57,66,-8,59,62,0,1,0443,1914,RA,0.0,0.04,29.39,30.12,4.2,16,4.7
2389,2,2013-07-30,74,61,68,M,56,61,0,3,-,-,RA,M,0.005,29.46,30.12,5.5,16,6.0
2390,1,2013-07-31,75,62,69,-5,64,65,0,4,0444,1913,RA DZ BR,0.0,0.5,29.26,30.0,2.2,32,4.4
2391,2,2013-07-31,75,64,70,M,63,65,0,5,-,-,RA DZ BR HZ,M,0.18,29.33,29.99,2.5,30,4.2
2392,1,2013-08-01,81,61,71,-2,57,62,0,6,0445,1911, ,0.0,0.0,29.23,29.95,7.6,30,7.8
2393,2,2013-08-01,82,61,72,M,54,62,0,7,-,-, ,M,0.0,29.29,29.95,6.2,29,7.1
2394,1,2013-08-02,84,62,73, 0,63,67,0,8,0446,1910,RA BR,0.0,0.63,29.15,29.87,4.5,29,8.2
2395,2,2013-08-02,86,65,76,M,62,66,0,11,-,-,RA,M,0.41,29.23,29.87,2.7,23,7.7
2396,1,2013-08-03,81,64,73, 0,55,62,0,8,0447,1909, ,0.0,0.0,29.33,30.03,5.8,2,6.8
2397,2,2013-08-03,79,66,73,M,54,62,0,8,-,-, ,M,0.0,29.39,30.02,6.9,4,8.4
2398,1,2013-08-04,75,60,68,-5,56,61,0,3,0448,1908,RA,0.0,0.005,29.42,30.14,5.9,6,7.8
2399,2,2013-08-04,74,60,67,M,55,61,0,2,-,-,RA,M,0.005,29.49,30.13,6.1,7,6.9
2400,1,2013-08-05,75,58,67,-6,59,62,0,2,0449,1907,RA,0.0,0.07,29.23,29.98,6.8,19,7.6
2401,2,2013-08-05,76,63,70,M,56,61,0,5,-,-, ,M,0.02,29.29,29.98,7.1,18,7.9
2402,1,2013-08-06,83,67,75, 2,68,70,0,10,0450,1906, ,0.0,0.04,29.13,29.86,7.2,21,8.0
2403,2,2013-08-06,85,68,77,M,65,69,0,12,-,-, ,M,0.0,29.21,29.85,8.7,21,9.4
2404,1,2013-08-07,89,67,78, 5,68,71,0,13,0451,1904, ,0.0,0.005,29.14,29.83,4.0,30,9.9
2405,2,2013-08-07,91,70,81,M,67,71,0,16,-,-,BR,M,0.01,29.2,29.82,2.4,30,10.5
2406,1,2013-08-08,78,65,72,-1,56,62,0,7,0452,1903, ,0.0,0.0,29.26,29.98,8.6,5,9.3
2407,2,2013-08-08,79,69,74,M,55,62,0,9,-,-, ,M,0.0,29.33,29.96,10.5,5,10.8
2408,1,2013-08-09,82,59,71,-2,60,65,0,6,0453,1902, ,0.0,0.005,29.28,29.98,4.7,27,5.3
2409,2,2013-08-09,84,62,73,M,58,65,0,8,-,-, ,M,0.0,29.34,29.97,4.9,27,5.6
2410,1,2013-08-10,81,64,73, 0,57,63,0,8,0454,1900, ,0.0,0.0,29.315,30.08,5.3,5,6.5
2411,2,2013-08-10,81,68,75,M,55,63,0,10,-,-, ,M,0.0,29.380000000000003,30.07,6.0,6,7.4
2412,1,2013-08-11,81,60,71,-2,61,64,0,6,0455,1859,RA,0.0,0.01,29.35,30.07,2.0,27,3.0
2413,2,2013-08-11,84,63,74,M,57,64,0,9,-,-, ,M,0.005,29.42,30.06,4.0,24,5.4
2414,1,2013-08-12,82,67,75, 2,65,68,0,10,0456,1858,RA DZ,0.0,0.27,29.21,29.93,3.5,27,7.5
2415,2,2013-08-12,85,69,77,M,63,68,0,12,-,-,RA,M,0.66,29.27,29.92,4.5,26,7.7
2416,1,2013-08-13,70,58,64,-9,52,58,1,0,0457,1856, ,0.0,0.0,29.37,30.07,8.7,3,9.6
2417,2,2013-08-13,71,62,67,M,50,57,0,2,-,-, ,M,0.0,29.42,30.06,11.2,2,11.9
2418,1,2013-08-14,72,56,64,-8,50,56,1,0,0458,1855, ,0.0,0.0,29.44,30.16,3.9,4,7.1
2419,2,2013-08-14,71,58,65,M,49,56,0,0,-,-, ,M,0.0,29.52,30.16,3.0,3,7.0
2420,1,2013-08-15,75,55,65,-7,53,58,0,0,0459,1854, ,0.0,0.0,29.4,30.13,4.2,24,4.9
2421,2,2013-08-15,74,57,66,M,50,58,0,1,-,-, ,M,0.0,29.47,30.13,4.5,22,5.0
2422,1,2013-08-16,82,55,69,-3,52,60,0,4,0500,1852, ,0.0,0.0,29.44,30.15,2.8,4,5.2
2423,2,2013-08-16,82,58,70,M,51,60,0,5,-,-, ,M,0.0,29.5,30.14,5.0,7,5.8
2424,1,2013-08-17,81,57,69,-3,56,62,0,4,0501,1851, ,0.0,0.0,29.47,30.19,5.7,8,6.4
2425,2,2013-08-17,79,60,70,M,55,62,0,5,-,-, ,M,0.0,29.53,30.18,6.0,7,6.3
2426,1,2013-08-18,81,59,70,-2,57,63,0,5,0502,1849, ,0.0,0.0,29.41,30.14,3.7,8,4.8
2427,2,2013-08-18,81,62,72,M,57,64,0,7,-,-, ,M,0.0,29.48,30.13,4.2,8,4.8
2428,1,2013-08-19,85,57,71, 0,60,65,0,6,0503,1848, ,0.0,0.0,29.34,30.07,5.1,25,5.3
2429,2,2013-08-19,86,63,75,M,58,65,0,10,-,-,HZ,M,0.0,29.41,30.06,3.8,25,4.6
2430,1,2013-08-20,88,66,77, 6,62,68,0,12,0504,1846, ,0.0,0.0,29.34,30.06,7.7,22,8.0
2431,2,2013-08-20,88,68,78,M,61,67,0,13,-,-, ,M,0.0,29.41,30.05,7.0,21,7.5
2432,1,2013-08-21,90,68,79, 8,65,70,0,14,0505,1845,RA,0.0,0.01,29.3,30.02,8.6,23,9.0
2433,2,2013-08-21,91,70,81,M,64,70,0,16,-,-,RA,M,0.05,29.37,30.02,9.0,22,9.3
2434,1,2013-08-22,78,68,73, 2,67,69,0,8,0506,1843,RA,0.0,0.23,29.36,30.05,1.5,23,7.0
2435,2,2013-08-22,78,67,73,M,66,68,0,8,-,-,RA,M,0.36,29.42,30.05,2.5,24,7.0
2436,1,2013-08-23,82,62,72, 1,55,63,0,7,0508,1842,BR,0.0,0.0,29.43,30.14,6.1,6,6.8
2437,2,2013-08-23,81,64,73,M,55,63,0,8,-,-,BR,M,0.0,29.49,30.13,7.2,6,8.0
2438,1,2013-08-24,86,60,73, 2,59,65,0,8,0509,1840, ,0.0,0.0,29.49,30.2,5.3,17,6.1
2439,2,2013-08-24,86,64,75,M,56,64,0,10,-,-, ,M,0.0,29.55,30.2,4.6,16,5.9
2440,1,2013-08-25,89,65,77, 7,62,68,0,12,0510,1839, ,0.0,0.0,29.46,30.18,9.2,22,9.6
2441,2,2013-08-25,89,68,79,M,60,67,0,14,-,-, ,M,0.0,29.52,30.17,9.6,21,10.1
2442,1,2013-08-26,92,70,81,11,68,72,0,16,0511,1837, ,0.0,0.0,29.34,30.06,9.0,24,9.4
2443,2,2013-08-26,92,70,81,M,66,71,0,16,-,-, ,M,0.0,29.41,30.06,9.2,23,9.5
2444,1,2013-08-27,96,77,87,17,70,75,0,22,0512,1835, ,0.0,0.0,29.18,29.9,11.7,24,12.0
2445,2,2013-08-27,96,77,87,M,68,74,0,22,-,-, ,M,0.0,29.24,29.89,12.5,24,12.7
2446,1,2013-08-28,83,71,77, 7,69,72,0,12,0513,1834, ,0.0,0.0,29.26,29.95,6.9,3,9.3
2447,2,2013-08-28,83,71,77,M,67,71,0,12,-,-,BR,M,0.0,29.32,29.94,5.8,36,8.7
2448,1,2013-08-29,89,66,78, 8,64,69,0,13,0514,1832,BR HZ,0.0,0.0,29.29,30.01,3.9,10,4.7
2449,2,2013-08-29,87,69,78,M,65,69,0,13,-,-,FG BR HZ,M,0.0,29.36,30.0,4.2,10,4.6
2450,1,2013-08-30,96,67,82,12,68,72,0,17,0515,1831,BR,0.0,0.36,29.13,29.86,4.4,26,8.3
2451,2,2013-08-30,96,69,83,M,67,71,0,18,-,-,TSRA RA,M,0.47,29.21,29.85,5.3,24,7.8
2452,1,2013-08-31,78,71,75, 6,67,69,0,10,0516,1829,TS TSRA,0.0,0.07,29.1,29.82,6.1,5,7.2
2453,2,2013-08-31,77,70,74,M,66,68,0,9,-,-,TS TSRA RA BR,M,0.96,29.16,29.81,5.8,4,7.0
2454,1,2013-09-01,85,65,75, 7,67,70,0,10,0517,1827,TS,0.0,0.14,29.05,29.76,4.2,29,5.2
2455,2,2013-09-01,84,68,76,M,66,69,0,11,-,-, ,M,0.02,29.11,29.75,3.9,27,5.8
2456,1,2013-09-02,79,60,70, 2,61,64,0,5,0518,1826, ,0.0,0.0,29.21,29.9,8.1,2,9.2
2457,2,2013-09-02,77,62,70,M,60,64,0,5,-,-, ,M,0.0,29.27,29.89,7.5,2,8.7
2458,1,2013-09-03,77,57,67,-1,54,59,0,2,0519,1824, ,0.0,0.0,29.32,30.02,4.0,30,5.8
2459,2,2013-09-03,76,58,67,M,54,60,0,2,-,-, ,M,0.0,29.39,30.02,1.5,34,4.6
2460,1,2013-09-04,84,59,72, 4,57,63,0,7,0520,1822, ,0.0,0.0,29.37,30.08,6.2,26,7.0
2461,2,2013-09-04,84,59,72,M,55,62,0,7,-,-, ,M,0.0,29.44,30.08,6.4,25,6.8
2462,1,2013-09-05,74,59,67, 0,54,60,0,2,0521,1821, ,0.0,0.005,29.49,30.2,9.0,5,9.2
2463,2,2013-09-05,74,65,70,M,53,60,0,5,-,-, ,M,0.0,29.55,30.19,9.2,6,9.9
2464,1,2013-09-06,86,57,72, 5,58,64,0,7,0522,1819, ,0.0,0.0,29.38,30.11,4.7,20,6.0
2465,2,2013-09-06,85,62,74,M,55,63,0,9,-,-, ,M,0.0,29.44,30.11,4.3,17,6.0
2466,1,2013-09-07,88,65,77,10,62,68,0,12,0523,1817, ,0.0,0.01,29.21,29.94,5.7,23,6.9
2467,2,2013-09-07,87,68,78,M,61,67,0,13,-,-, ,M,0.0,29.28,29.94,5.8,23,7.7
2468,1,2013-09-08,77,71,74, 8,66,69,0,9,0524,1815, ,0.0,0.0,29.26,29.98,10.5,7,11.9
2469,2,2013-09-08,78,71,75,M,65,68,0,10,-,-, ,M,0.0,29.33,29.96,10.1,7,12.0
2470,1,2013-09-09,94,68,81,15,70,74,0,16,0525,1814, ,0.0,0.0,29.15,29.86,9.0,20,10.1
2471,2,2013-09-09,94,69,82,M,68,73,0,17,-,-,HZ,M,0.0,29.22,29.86,8.5,20,9.2
2472,1,2013-09-10,95,77,86,20,64,71,0,21,0526,1812, ,0.0,0.0,29.25,29.95,12.1,24,12.5
2473,2,2013-09-10,96,78,87,M,63,71,0,22,-,-, ,M,0.0,29.32,29.94,12.2,24,12.5
2474,1,2013-09-11,91,75,83,18,66,71,0,18,0527,1810, ,0.0,0.005,29.28,29.98,4.2,27,7.5
2475,2,2013-09-11,92,75,84,M,66,71,0,19,-,-, ,M,0.005,29.34,29.97,5.1,25,6.9
2476,1,2013-09-12,82,62,72, 7,59,64,0,7,0528,1809,RA,0.0,0.005,29.28,29.98,7.0,35,9.4
